GEOAREA_ID,GEOAREA_NAME,GEOAREA_POINTTOTAL,GEOAREA_POINTLIST
7493,81-怀柔-桥梓-九渡河镇,126,"116.276575,40.394921;116.281725,40.398915;116.280285,40.405375;116.283855,40.406167;116.282003,40.415988;116.288165,40.417852;116.289703,40.420584;116.287545,40.423299;116.284205,40.435128;116.285043,40.438838;116.282475,40.439576;116.28618,40.45046;116.288915,40.454057;116.294305,40.457059;116.295015,40.461179;116.298165,40.462659;116.29874,40.466223;116.291238,40.470566;116.286165,40.477208;116.286325,40.480115;116.284185,40.482068;116.284675,40.484944;116.296835,40.485639;116.306183,40.490849;116.312105,40.496804;116.316755,40.498735;116.322405,40.499169;116.328515,40.497174;116.335015,40.499162;116.341395,40.497815;116.344865,40.500119;116.353685,40.500238;116.363845,40.498937;116.370285,40.496438;116.368805,40.493566;116.371765,40.489957;116.370769,40.485053;116.372815,40.482663;116.375545,40.483049;116.37822,40.481537;116.380125,40.478269;116.378135,40.476125;116.378465,40.473222;116.386745,40.470525;116.397995,40.479516;116.401425,40.480519;116.412403,40.480184;116.422735,40.476014;116.437488,40.47943;116.442472,40.479432;116.444875,40.477966;116.448798,40.478673;116.449243,40.48675;116.452085,40.487142;116.46762,40.483216;116.475605,40.483369;116.479765,40.481988;116.481585,40.479619;116.48873,40.480188;116.494132,40.481687;116.498335,40.481142;116.512485,40.490876;116.534045,40.48232;116.543564,40.477147;116.554168,40.468863;116.56749,40.456849;116.574829,40.447109;116.578361,40.440267;116.581073,40.429482;116.56964,40.421996;116.548685,40.415533;116.580217,40.378441;116.588367,40.362685;116.600358,40.347803;116.599953,40.34135;116.601212,40.339068;116.603848,40.337873;116.609754,40.338344;116.611253,40.335683;116.616617,40.333437;116.619832,40.329868;116.621102,40.325997;116.616375,40.318271;116.617686,40.311646;116.619872,40.309079;116.612511,40.306887;116.611315,40.30417;116.613626,40.300736;116.604095,40.299869;116.592063,40.294521;116.570506,40.289937;116.544938,40.290701;116.543434,40.294521;116.531903,40.302543;116.530399,40.316296;116.524884,40.322408;116.509844,40.33425;116.501322,40.334632;116.485279,40.341508;116.482271,40.346474;116.47074,40.352586;116.464724,40.35908;116.445674,40.357552;116.429631,40.358316;116.41409,40.34953;116.397045,40.347238;116.389525,40.353732;116.375487,40.354496;116.372981,40.357934;116.360949,40.364428;116.355083,40.358849;116.34159,40.355527;116.338978,40.356746;116.341594,40.363469;116.348375,40.363645;116.349696,40.366724;116.34456,40.370948;116.336565,40.372704;116.321405,40.383657;116.305945,40.388917;116.299775,40.388326;116.289225,40.384515;116.286447,40.384962;116.285905,40.390947;116.279817,40.393087;116.276575,40.394921"
7494,82-怀柔-桥梓-庙城镇,101,"116.355083,40.358849;116.360949,40.364428;116.372981,40.357934;116.375487,40.354496;116.389525,40.353732;116.397045,40.347238;116.41409,40.34953;116.429631,40.358316;116.445674,40.357552;116.464724,40.35908;116.47074,40.352586;116.482271,40.346474;116.485279,40.341508;116.501322,40.334632;116.509844,40.33425;116.524884,40.322408;116.530399,40.316296;116.531903,40.302543;116.543434,40.294521;116.544938,40.290701;116.570506,40.289937;116.592063,40.294521;116.604095,40.299869;116.613626,40.300736;116.621448,40.298048;116.632515,40.303992;116.635348,40.302798;116.636935,40.29973;116.637566,40.292725;116.654545,40.291888;116.656759,40.29047;116.65788,40.274619;116.662351,40.269121;116.661064,40.261645;116.6371,40.256801;116.634928,40.258361;116.631803,40.257364;116.628285,40.260273;116.62086,40.260663;116.617738,40.257466;116.618055,40.252805;116.616385,40.249353;116.603693,40.250862;116.600912,40.249911;116.600745,40.254918;116.597005,40.25924;116.595085,40.266465;116.592078,40.267519;116.590058,40.264845;116.586045,40.265427;116.582893,40.269634;116.581008,40.267327;116.578415,40.269143;116.568115,40.269624;116.565985,40.272073;116.559609,40.27476;116.549,40.274301;116.539805,40.276651;116.53511,40.275165;116.53133,40.276013;116.533813,40.265966;116.531075,40.260564;116.510933,40.259411;116.508762,40.257088;116.506265,40.258241;116.506385,40.261293;116.501693,40.261478;116.480485,40.266172;116.47794,40.276107;116.472525,40.279672;116.464205,40.280248;116.463095,40.282807;116.459795,40.284639;116.453895,40.286733;116.451115,40.28671;116.448473,40.284471;116.442385,40.284562;116.443765,40.293044;116.439883,40.300283;116.437246,40.302418;116.448238,40.314363;116.440295,40.321294;116.436425,40.32232;116.429995,40.332646;116.424365,40.328786;116.414695,40.330556;116.411705,40.329522;116.400538,40.332657;116.398513,40.334812;116.387655,40.334394;116.38036,40.338252;116.373215,40.338735;116.368053,40.338033;116.36459,40.335827;116.366095,40.332344;116.357822,40.332754;116.359788,40.339609;116.35641,40.348323;116.360305,40.354947;116.35907,40.357675;116.355083,40.358849"
7495,83-怀柔-汤河口-喇叭沟门满族乡,249,"116.878666,40.796052;116.874125,40.794488;116.869666,40.796067;116.864696,40.791715;116.860246,40.79168;116.858396,40.789266;116.860502,40.787368;116.861088,40.783407;116.858238,40.780785;116.85316,40.780785;116.832793,40.77998;116.827703,40.78191;116.821975,40.778653;116.821975,40.774671;116.815609,40.775154;116.814973,40.778532;116.812428,40.77998;116.812428,40.782876;116.818156,40.789149;116.807973,40.799284;116.789515,40.799766;116.779332,40.802179;116.772968,40.797836;116.753874,40.797836;116.747509,40.799284;116.744963,40.792527;116.726506,40.785771;116.720142,40.779497;116.71505,40.779497;116.699139,40.775154;116.697229,40.772258;116.688954,40.767915;116.688954,40.762607;116.669862,40.752955;116.664134,40.756815;116.657133,40.756815;116.648859,40.751024;116.645676,40.739925;116.629128,40.729308;116.609398,40.729308;116.606852,40.72786;116.601761,40.722069;116.604307,40.716278;116.610671,40.709039;116.620218,40.709039;116.616399,40.702765;116.607489,40.700352;116.606216,40.691183;116.601761,40.688287;116.591578,40.685995;116.587122,40.683461;116.583304,40.684426;116.568665,40.693113;116.551481,40.697456;116.547026,40.700352;116.539388,40.702282;116.534296,40.708556;116.524113,40.709521;116.51393,40.702765;116.523477,40.698904;116.526659,40.701317;116.531751,40.696491;116.517749,40.691665;116.516476,40.68877;116.509475,40.686357;116.508838,40.682979;116.504383,40.681048;116.498655,40.681048;116.491654,40.686357;116.497382,40.69263;116.495913,40.696373;116.496256,40.699315;116.494374,40.703772;116.497684,40.708474;116.496409,40.71778;116.503777,40.724924;116.503114,40.736272;116.505623,40.741443;116.495191,40.74562;116.495613,40.756147;116.494403,40.759355;116.489793,40.759542;116.480416,40.764203;116.475776,40.770364;116.467466,40.771695;116.459886,40.769159;116.460917,40.773706;116.455737,40.781114;116.452067,40.795892;116.449437,40.797711;116.444367,40.798123;116.445527,40.801484;116.443507,40.80433;116.433187,40.80856;116.435017,40.810979;116.428337,40.821111;116.412947,40.824082;116.407067,40.829744;116.401257,40.832059;116.399237,40.835382;116.399737,40.838731;116.395747,40.843461;116.394337,40.848226;116.383197,40.857644;116.382397,40.861936;116.373397,40.865163;116.367457,40.871301;116.361647,40.873136;116.353617,40.884984;116.341297,40.891992;116.333327,40.901445;116.326097,40.907083;116.327107,40.91475;116.325637,40.919511;116.326787,40.923352;116.329897,40.925782;116.330437,40.928662;116.335327,40.933984;116.340397,40.93501;116.345287,40.939382;116.352997,40.938523;116.356537,40.945748;116.362287,40.945344;116.370807,40.938764;116.374247,40.931638;116.386267,40.915059;116.389507,40.913488;116.389647,40.909364;116.397967,40.907563;116.405187,40.901918;116.422867,40.905492;116.429967,40.902238;116.439577,40.900449;116.443967,40.90289;116.454797,40.90207;116.457497,40.897325;116.467037,40.89792;116.470517,40.900811;116.471347,40.904252;116.470877,40.909307;116.465267,40.92291;116.461107,40.932016;116.457867,40.932939;116.455107,40.939168;116.449787,40.945367;116.448257,40.951612;116.441097,40.955377;116.443827,40.959088;116.446757,40.977132;116.449207,40.981023;116.456107,40.985444;116.459957,40.985974;116.461917,40.98359;116.469737,40.980313;116.478597,40.984277;116.485797,40.980512;116.503227,40.976869;116.509017,40.977414;116.511537,40.978414;116.512087,40.981309;116.519107,40.982839;116.523507,40.985784;116.524717,40.988206;116.530407,40.990682;116.536157,40.99075;116.541407,40.988404;116.551287,40.989484;116.552107,40.994313;116.555287,40.995553;116.572377,40.98298;116.586677,40.976876;116.593757,40.976956;116.599537,40.980046;116.609077,40.98237;116.611107,40.985234;116.607117,41.000722;116.615627,41.025632;116.612217,41.031858;116.606337,41.035653;116.606107,41.041913;116.610897,41.053533;116.617317,41.054086;116.620997,41.058457;116.628087,41.059022;116.634137,41.057054;116.639657,41.057943;116.643557,41.056779;116.656077,41.046796;116.667757,41.04355;116.673007,41.040471;116.683167,41.04371;116.690987,41.019696;116.687977,41.013402;116.683507,41.012391;116.684237,41.009507;116.676817,41.000276;116.675937,40.986772;116.677997,40.981492;116.670527,40.975148;116.670627,40.971776;116.679897,40.961755;116.681517,40.951169;116.684197,40.947827;116.693347,40.941655;116.695457,40.936376;116.701937,40.933076;116.707057,40.933126;116.706557,40.929265;116.716587,40.926236;116.712857,40.923307;116.707737,40.910455;116.716777,40.906484;116.720127,40.9003;116.722737,40.898416;116.735517,40.895677;116.746507,40.890527;116.750967,40.890569;116.754207,40.887258;116.753077,40.882466;116.755697,40.880574;116.764567,40.881143;116.767147,40.879735;116.768527,40.876878;116.771707,40.876912;116.780847,40.867913;116.783407,40.866983;116.784137,40.864122;116.789257,40.862737;116.793377,40.852258;116.795367,40.850366;116.796207,40.843675;116.798877,40.838922;116.802047,40.838948;116.804777,40.845414;116.809897,40.847566;116.814547,40.845765;116.821057,40.840089;116.829977,40.839692;116.842127,40.836934;116.845407,40.833619;116.852427,40.83225;116.858757,40.822744;116.868397,40.819005;116.874227,40.814752;116.875567,40.812371;116.876477,40.800904;116.880267,40.801416;116.880367,40.798551;116.878666,40.796052"
7496,84-怀柔-汤河口-琉璃庙镇,194,"116.495913,40.696373;116.497382,40.69263;116.491654,40.686357;116.498655,40.681048;116.504383,40.681048;116.508838,40.682979;116.509475,40.686357;116.516476,40.68877;116.517749,40.691665;116.531751,40.696491;116.526659,40.701317;116.523477,40.698904;116.51393,40.702765;116.524113,40.709521;116.534296,40.708556;116.539388,40.702282;116.547026,40.700352;116.551481,40.697456;116.568665,40.693113;116.583304,40.684426;116.587122,40.683461;116.591578,40.685995;116.601761,40.688287;116.606216,40.691183;116.607489,40.700352;116.616399,40.702765;116.620218,40.709039;116.610671,40.709039;116.604307,40.716278;116.601761,40.722069;116.606852,40.72786;116.609398,40.729308;116.629128,40.729308;116.645676,40.739925;116.648859,40.751024;116.657133,40.756815;116.664134,40.756815;116.669862,40.752955;116.688954,40.762607;116.688954,40.767915;116.697229,40.772258;116.699139,40.775154;116.71505,40.779497;116.720142,40.779497;116.726506,40.785771;116.744963,40.792527;116.747509,40.799284;116.753874,40.797836;116.772968,40.797836;116.779332,40.802179;116.789515,40.799766;116.807973,40.799284;116.818156,40.789149;116.812428,40.782876;116.812428,40.77998;116.814973,40.778532;116.815609,40.775154;116.821975,40.774671;116.821975,40.778653;116.827703,40.78191;116.832793,40.77998;116.85316,40.780785;116.851602,40.777526;116.848188,40.776828;116.841755,40.771428;116.834855,40.768975;116.830395,40.76941;116.830495,40.765588;116.83445,40.760484;116.832145,40.753171;116.82621,40.748931;116.794952,40.743737;116.788545,40.745587;116.782595,40.753179;116.778145,40.754571;116.775025,40.752629;116.775125,40.74785;116.785295,40.725953;116.783825,40.710637;116.778292,40.698119;116.774493,40.697557;116.761603,40.701098;116.759153,40.703584;116.751095,40.702607;116.742835,40.697624;116.740552,40.694494;116.732258,40.690466;116.721725,40.687966;116.720655,40.682218;116.710598,40.678533;116.708205,40.676098;116.707395,40.664004;116.704615,40.661104;116.704022,40.656989;116.706085,40.649705;116.704575,40.646878;116.704805,40.639234;116.693815,40.630509;116.698765,40.623991;116.69816,40.618962;116.694453,40.619759;116.691043,40.617692;116.7007,40.607155;116.699956,40.601535;116.70328,40.595225;116.70048,40.593404;116.702882,40.588139;116.702635,40.585179;116.705245,40.583291;116.704745,40.578508;116.707345,40.576619;116.708185,40.568982;116.700185,40.5622;116.693535,40.561414;116.691585,40.56331;116.674595,40.560735;116.674988,40.555779;116.67162,40.553188;116.665325,40.552663;116.664302,40.549285;116.655235,40.522058;116.651181,40.503185;116.645588,40.452351;116.646088,40.446576;116.648609,40.441574;116.662738,40.430429;116.664251,40.427351;116.664248,40.424271;116.657172,40.414634;116.656407,40.405007;116.644297,40.414807;116.629913,40.423064;116.623611,40.435376;116.611016,40.472129;116.606226,40.480401;116.595882,40.489626;116.568624,40.499597;116.512305,40.49661;116.493325,40.51109;116.491865,40.516812;116.484925,40.517205;116.474895,40.513257;116.468625,40.5127;116.464675,40.51743;116.456205,40.521542;116.454825,40.525701;116.462392,40.532586;116.464615,40.536798;116.471475,40.540712;116.477175,40.549417;116.4776,40.553246;116.488085,40.553823;116.491685,40.560086;116.498555,40.563039;116.499902,40.569865;116.510165,40.576085;116.510528,40.57896;116.51398,40.57977;116.513628,40.58296;116.51663,40.581454;116.521805,40.587255;116.524511,40.594698;116.529055,40.598786;116.527055,40.600705;116.528255,40.603559;116.526125,40.610704;116.529525,40.61242;116.532495,40.618669;116.533535,40.625856;116.546725,40.624453;116.555663,40.62743;116.561998,40.624242;116.566378,40.627098;116.568335,40.6328;116.56747,40.635441;116.556025,40.63601;116.545675,40.641626;116.534325,40.655544;116.531245,40.656682;116.526298,40.653594;116.521185,40.654233;116.519888,40.65864;116.514438,40.659966;116.513925,40.663247;116.509365,40.667016;116.509905,40.669889;116.507345,40.671693;116.490155,40.672998;116.481325,40.672094;116.476635,40.678571;116.480105,40.688176;116.483162,40.69216;116.490635,40.69647;116.495913,40.696373"
7497,85-怀柔-雁栖-雁栖镇,110,"116.664302,40.549285;116.665325,40.552663;116.67162,40.553188;116.671625,40.549371;116.673855,40.547597;116.684335,40.547116;116.69592,40.542841;116.694983,40.540175;116.700123,40.531861;116.711025,40.522531;116.706495,40.519972;116.704865,40.516729;116.705265,40.513257;116.700265,40.511773;116.692528,40.505236;116.691065,40.491719;116.685667,40.487359;116.686235,40.48426;116.694375,40.479806;116.695848,40.476813;116.685927,40.479117;116.686015,40.475531;116.687895,40.472081;116.688835,40.464406;116.693835,40.464013;116.704195,40.455518;116.708856,40.455317;116.711548,40.457437;116.714538,40.454267;116.714861,40.45169;116.714575,40.443891;116.71832,40.442421;116.720532,40.439347;116.716521,40.435564;116.716778,40.41835;116.72028,40.413922;116.727308,40.416111;116.730005,40.415616;116.733412,40.409453;116.717498,40.404446;116.716863,40.401777;116.70915,40.398491;116.705998,40.399637;116.70694,40.396216;116.70391,40.394406;116.707928,40.39408;116.70833,40.387973;116.706745,40.381779;116.709985,40.380448;116.699595,40.374084;116.699945,40.370938;116.712585,40.365221;116.712155,40.358239;116.720765,40.358594;116.720145,40.351724;116.723535,40.351918;116.723335,40.343278;116.720415,40.342988;116.718355,40.340711;116.718465,40.335843;116.725788,40.334547;116.737945,40.338048;116.739194,40.331038;116.726336,40.327273;116.679851,40.326564;116.671195,40.323594;116.670449,40.329527;116.654346,40.327483;116.654204,40.33049;116.651804,40.333284;116.644592,40.334239;116.640482,40.348796;116.643926,40.362382;116.646718,40.363767;116.654254,40.373645;116.644898,40.37693;116.642628,40.379237;116.641368,40.382652;116.641939,40.386263;116.652488,40.397589;116.626866,40.401257;116.606359,40.407724;116.597717,40.413246;116.581073,40.429482;116.578361,40.440267;116.574829,40.447109;116.56749,40.456849;116.554168,40.468863;116.543564,40.477147;116.534045,40.48232;116.512485,40.490876;116.512305,40.49661;116.568624,40.499597;116.595882,40.489626;116.606226,40.480401;116.611016,40.472129;116.623611,40.435376;116.629913,40.423064;116.644297,40.414807;116.656407,40.405007;116.657172,40.414634;116.664248,40.424271;116.664251,40.427351;116.662738,40.430429;116.648609,40.441574;116.646088,40.446576;116.645588,40.452351;116.651181,40.503185;116.655235,40.522058;116.664302,40.549285"
7498,86-怀柔-雁栖-杨宋镇,38,"116.636935,40.29973;116.657227,40.299309;116.670816,40.301807;116.671195,40.323594;116.679851,40.326564;116.726336,40.327273;116.739194,40.331038;116.741815,40.333337;116.752375,40.33175;116.754005,40.323545;116.759623,40.319411;116.762315,40.314222;116.767165,40.313552;116.767335,40.310371;116.764585,40.311689;116.757955,40.310609;116.750835,40.301564;116.747675,40.302549;116.731805,40.282609;116.704415,40.255498;116.698205,40.256158;116.698085,40.249852;116.691756,40.247037;116.689132,40.244479;116.689433,40.241764;116.683865,40.2387;116.681502,40.234426;116.665865,40.235242;116.664155,40.237432;116.667705,40.246389;116.667575,40.250219;116.661064,40.261645;116.662351,40.269121;116.65788,40.274619;116.656759,40.29047;116.654545,40.291888;116.637566,40.292725;116.636935,40.29973"
7499,87-门头沟-军庄-军庄镇,55,"115.969545,40.076223;115.979095,40.080828;115.987865,40.08315;116.007598,40.079458;116.017505,40.075113;116.021505,40.074818;116.030795,40.081357;116.033125,40.079267;116.037425,40.083611;116.0426,40.083581;116.045268,40.083798;116.050323,40.076607;116.057868,40.072522;116.060515,40.065641;116.065215,40.061216;116.065545,40.057752;116.063175,40.051227;116.06957,40.036851;116.073673,40.032247;116.080901,40.030533;116.095075,40.032977;116.101095,40.031579;116.109705,40.032003;116.118362,40.029092;116.124565,40.03027;116.131853,40.028958;116.140967,40.022486;116.146638,40.021783;116.158257,40.015824;116.168385,40.003673;116.166903,40.000337;116.150075,39.996801;116.14563,39.992707;116.138733,39.987858;116.123953,39.986695;116.1132,39.98424;116.103514,39.984764;116.087665,39.981361;116.076435,39.976247;116.064284,39.967068;116.048052,39.962126;116.025876,39.978101;116.01556,39.979941;116.005481,39.99309;116.00104,39.996688;115.976605,40.003473;115.963629,40.016374;115.947092,40.018938;115.944073,40.020809;115.937642,40.033916;115.930386,40.043204;115.928159,40.049823;115.930356,40.053366;115.953119,40.063942;115.969545,40.076223"
7500,88-门头沟-门城-龙泉镇,35,"116.048052,39.962126;116.064284,39.967068;116.076435,39.976247;116.087665,39.981361;116.103514,39.984764;116.1132,39.98424;116.107667,39.980029;116.109348,39.977871;116.108865,39.975011;116.110155,39.972554;116.116618,39.96734;116.115355,39.961629;116.110335,39.958509;116.109905,39.955644;116.111806,39.952198;116.111135,39.947355;116.107925,39.946448;116.105945,39.941782;116.11323,39.932177;116.118887,39.931321;116.125254,39.927161;116.118817,39.923769;116.097958,39.918651;116.074301,39.909933;116.056151,39.904961;116.04202,39.907366;116.0155,39.914905;116.01401,39.918214;116.013858,39.926518;116.015271,39.929226;116.019833,39.931506;116.022706,39.935145;116.01632,39.941159;116.017053,39.947518;116.048052,39.962126"
7501,89-门头沟-石龙-永定镇,73,"115.917045,39.882435;115.929125,39.892043;115.930496,39.895215;115.939515,39.901358;115.937065,39.902898;115.939027,39.910033;115.96143,39.917963;115.980473,39.920757;115.99739,39.919137;116.0155,39.914905;116.04202,39.907366;116.056151,39.904961;116.074301,39.909933;116.097958,39.918651;116.118817,39.923769;116.125254,39.927161;116.1356,39.919995;116.137252,39.917415;116.13706,39.911754;116.139228,39.90953;116.14704,39.906386;116.148336,39.900173;116.154951,39.894959;116.160454,39.88634;116.147528,39.887699;116.147345,39.884755;116.13438,39.882944;116.112948,39.876067;116.106217,39.872223;116.099535,39.872075;116.094893,39.866696;116.089535,39.867461;116.085113,39.865428;116.081688,39.865088;116.071153,39.86896;116.066243,39.867872;116.063195,39.866025;116.063055,39.862542;116.064735,39.859414;116.063105,39.851857;116.060025,39.852634;116.058085,39.849568;116.055485,39.852105;116.052835,39.851277;116.048656,39.843872;116.03479,39.84461;116.024348,39.842526;116.023518,39.839874;116.012599,39.839951;116.011925,39.845731;116.000595,39.847314;115.991332,39.84046;115.984895,39.837468;115.98223,39.838867;115.982395,39.8422;115.978785,39.845697;115.978275,39.848893;115.982268,39.857614;115.979585,39.865527;115.987889,39.866604;115.989885,39.869538;115.989888,39.872696;115.979475,39.872049;115.972375,39.868592;115.970078,39.865744;115.959205,39.867814;115.956855,39.865251;115.948925,39.864221;115.94363,39.868888;115.936255,39.869327;115.92999,39.871972;115.919845,39.873582;115.917045,39.882435"
7503,90-门头沟-王平-王平镇,98,"115.764947,40.08803;115.784677,40.097241;115.800135,40.101747;115.801969,40.108251;115.808178,40.117442;115.812326,40.119897;115.814083,40.126082;115.8168,40.128116;115.81984,40.135201;115.836025,40.145845;115.847185,40.146352;115.85524,40.148641;115.862188,40.150371;115.878634,40.142642;115.887204,40.143518;115.890662,40.14045;115.90004,40.140799;115.904165,40.138146;115.912735,40.139428;115.914925,40.13683;115.921575,40.135087;115.926945,40.130811;115.943385,40.114541;115.947173,40.108974;115.943135,40.103673;115.949455,40.10185;115.955418,40.097446;115.957505,40.10019;115.96144,40.101696;115.961155,40.090917;115.966938,40.084582;115.969545,40.076223;115.953119,40.063942;115.930356,40.053366;115.928159,40.049823;115.930386,40.043204;115.937642,40.033916;115.944073,40.020809;115.947092,40.018938;115.963629,40.016374;115.976605,40.003473;116.00104,39.996688;116.005481,39.99309;116.01556,39.979941;116.025876,39.978101;116.048052,39.962126;116.017053,39.947518;116.01632,39.941159;116.022706,39.935145;116.019833,39.931506;116.015271,39.929226;116.013858,39.926518;116.01401,39.918214;116.0155,39.914905;115.99739,39.919137;115.980473,39.920757;115.96143,39.917963;115.939027,39.910033;115.935185,39.914376;115.929828,39.914784;115.923215,39.911965;115.915925,39.911183;115.89606,39.911832;115.880925,39.914846;115.872675,39.91343;115.866942,39.909677;115.862675,39.903817;115.852473,39.898136;115.839798,39.894935;115.83295,39.897688;115.829548,39.897082;115.820607,39.907605;115.814905,39.910783;115.806755,39.910659;115.812056,39.921217;115.837669,39.947125;115.840782,39.953804;115.840951,39.958043;115.836875,39.97192;115.830679,39.982544;115.827592,39.999034;115.821919,40.004839;115.815066,40.007217;115.812893,40.009307;115.807649,40.031182;115.805703,40.033519;115.792571,40.040656;115.788603,40.044952;115.787337,40.047855;115.790025,40.056087;115.783174,40.059176;115.782373,40.069772;115.780221,40.073291;115.775598,40.076158;115.766618,40.076279;115.759936,40.079239;115.759242,40.082235;115.764947,40.08803"
7504,91-门头沟-斋堂-斋堂镇,185,"115.836025,40.145845;115.81984,40.135201;115.8168,40.128116;115.814083,40.126082;115.812326,40.119897;115.808178,40.117442;115.801969,40.108251;115.800135,40.101747;115.784677,40.097241;115.764947,40.08803;115.759242,40.082235;115.759936,40.079239;115.766618,40.076279;115.775598,40.076158;115.780221,40.073291;115.782373,40.069772;115.783174,40.059176;115.790025,40.056087;115.787337,40.047855;115.788603,40.044952;115.792571,40.040656;115.805703,40.033519;115.807649,40.031182;115.812893,40.009307;115.815066,40.007217;115.821919,40.004839;115.827592,39.999034;115.830679,39.982544;115.836875,39.97192;115.840951,39.958043;115.840782,39.953804;115.837669,39.947125;115.812056,39.921217;115.806755,39.910659;115.798395,39.917264;115.790678,39.919065;115.787363,39.917803;115.767158,39.917943;115.762795,39.921825;115.756315,39.920047;115.753835,39.917719;115.747135,39.916774;115.738037,39.91003;115.723388,39.904411;115.709383,39.901995;115.702555,39.902299;115.687985,39.898268;115.684353,39.8961;115.683005,39.893515;115.675835,39.890206;115.674735,39.886548;115.671135,39.884002;115.66333,39.88313;115.661118,39.881014;115.649058,39.879751;115.641453,39.872786;115.637905,39.873615;115.633425,39.869046;115.626965,39.869775;115.617575,39.864862;115.608705,39.852449;115.607035,39.842309;115.598405,39.834962;115.599685,39.831918;115.593975,39.827436;115.589445,39.818479;115.576435,39.810285;115.569885,39.808961;115.561875,39.809827;115.554065,39.817052;115.548075,39.817502;115.536995,39.824754;115.529295,39.82631;115.527195,39.828412;115.521065,39.829087;115.514925,39.834348;115.509425,39.835519;115.507745,39.83796;115.505315,39.846131;115.509085,39.84699;115.512215,39.851129;115.516305,39.861425;115.516155,39.865934;115.523015,39.872979;115.519625,39.876634;115.510775,39.88104;115.504225,39.881375;115.502995,39.886281;115.514635,39.897485;115.515075,39.900769;115.502875,39.909242;115.500535,39.913724;115.485655,39.920114;115.480615,39.923745;115.471545,39.935937;115.450625,39.942662;115.441745,39.947888;115.429895,39.952253;115.418545,39.949247;115.416795,39.952096;115.415595,39.95577;115.418045,39.96523;115.415795,39.966844;115.416125,39.972993;115.419705,39.980416;115.419605,39.984517;115.431335,39.99204;115.435655,39.993322;115.438205,39.992276;115.439955,39.995835;115.437565,40.001954;115.433155,40.004361;115.433045,40.00723;115.434525,40.012166;115.445105,40.022954;115.445515,40.027471;115.468245,40.033479;115.470335,40.036374;115.477295,40.039735;115.479355,40.043859;115.491145,40.050965;115.492675,40.054261;115.495385,40.054292;115.499555,40.060899;115.500275,40.064595;115.516325,40.074617;115.530495,40.076421;115.533825,40.073999;115.541355,40.076947;115.545365,40.080735;115.545495,40.085252;115.543805,40.087686;115.547155,40.093263;115.552255,40.096185;115.554955,40.097242;115.556975,40.094598;115.564985,40.099607;115.568145,40.094514;115.570925,40.093522;115.582055,40.095281;115.582215,40.107583;115.584925,40.10864;115.584765,40.114171;115.587415,40.117478;115.601845,40.118455;115.604375,40.116223;115.612375,40.117231;115.618755,40.115041;115.622815,40.116315;115.631065,40.11435;115.634565,40.115205;115.633365,40.118882;115.636185,40.125882;115.643705,40.129651;115.646705,40.129888;115.648965,40.12745;115.664515,40.128633;115.672635,40.130967;115.686245,40.130777;115.691025,40.126584;115.706725,40.125043;115.705135,40.127259;115.695235,40.129834;115.706055,40.132806;115.713705,40.128091;115.727865,40.128636;115.740635,40.136174;115.745675,40.142373;115.745855,40.14565;115.740795,40.150319;115.744475,40.157117;115.744635,40.161222;115.747325,40.162683;115.754155,40.161721;115.758485,40.164014;115.762885,40.172258;115.766345,40.175367;115.777265,40.17669;115.777745,40.168088;115.796185,40.153085;115.801985,40.151498;115.813215,40.151185;115.825955,40.144529;115.825265,40.148831;115.836025,40.145845"
7505,92-密云-果园-果园新里,19,"116.841708,40.39717;116.840943,40.384067;116.829444,40.371725;116.83007,40.363227;116.827188,40.357498;116.819133,40.352237;116.815364,40.351896;116.812063,40.349179;116.81248,40.341886;116.790795,40.331848;116.795963,40.344642;116.787715,40.344961;116.793524,40.361442;116.791616,40.37332;116.813722,40.391888;116.82425,40.396646;116.82811,40.401853;116.833002,40.402987;116.841708,40.39717"
7506,93-密云-果园-密云镇,18,"116.819133,40.352237;116.827188,40.357498;116.83007,40.363227;116.829444,40.371725;116.840943,40.384067;116.841708,40.39717;116.850994,40.396069;116.861596,40.401535;116.869282,40.400656;116.873923,40.39614;116.874694,40.391757;116.867427,40.387793;116.867488,40.372054;116.867505,40.367492;116.865417,40.36494;116.839085,40.352229;116.825085,40.350503;116.819133,40.352237"
